customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_status
2325-WINES,1,United States,California,Littlerock,93543,"34.505273, -117.955054",34.505273,-117.955054,Female,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.05,,No,0,60,2335,Unknown,Potential Risk
6064-ZATLR,1,United States,California,Llano,93544,"34.500091, -117.765862",34.500091,-117.765862,Female,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,,No,0,23,2842,Unknown,Low Risk
7824-PANSQ,1,United States,California,Mammoth Lakes,93546,"37.550074, -118.837167",37.550074,-118.837167,Male,No,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65,,No,0,33,6043,Unknown,Low Risk
9648-BCHKM,1,United States,California,Palmdale,93550,"34.536232, -118.082935",34.536232,-118.082935,Female,No,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,,No,0,78,5231,Unknown,High Risk
2888-ADFAO,1,United States,California,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358,Female,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.3,,No,0,30,2861,Unknown,Low Risk
8707-HOEDG,1,United States,California,Palmdale,93552,"34.557711, -118.029441",34.557711,-118.029441,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.2,,No,0,53,4098,Unknown,Potential Risk
4072-IPYLT,1,United States,California,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354,Female,No,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,,No,0,56,2161,Unknown,Potential Risk
7167-PCEYD,1,United States,California,Ridgecrest,93555,"35.603913, -117.67828",35.603913,-117.67828,Male,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,,No,0,75,4260,Unknown,High Risk
4936-YPJNK,1,United States,California,Rosamond,93560,"34.903052, -118.411251",34.903052,-118.411251,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,,No,0,65,5811,Unknown,Potential Risk
1580-BMCMR,1,United States,California,Tehachapi,93561,"35.073777, -118.652112",35.073777,-118.652112,Male,Yes,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.3,,No,0,70,4447,Unknown,High Risk
4817-KEQSP,1,United States,California,Trona,93562,"35.74837, -117.384948",35.74837,-117.384948,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,,No,0,54,6342,Unknown,Potential Risk
6408-WHTEF,1,United States,California,Valyermo,93563,"34.39583, -117.734568",34.39583,-117.734568,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.4,,No,0,52,6044,Unknown,Potential Risk
9251-AWQGT,1,United States,California,Palmdale,93591,"34.598221, -117.79593",34.598221,-117.79593,Female,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,,No,0,50,2608,Unknown,Potential Risk
8749-CLJXC,1,United States,California,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,,No,0,79,2067,Unknown,High Risk
7989-VCQOH,1,United States,California,Auberry,93602,"36.991762, -119.242874",36.991762,-119.242874,Male,No,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.25,,No,0,43,2065,Unknown,Potential Risk
4199-QHJNM,1,United States,California,Bass Lake,93604,"37.458367, -119.345011",37.458367,-119.345011,Male,Yes,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.9,,No,0,52,5869,Unknown,Potential Risk
8882-TLVRW,1,United States,California,Big Creek,93605,"37.17277, -119.2997",37.17277,-119.2997,Male,No,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.1,,No,0,53,5987,Unknown,Potential Risk
5135-GRQJV,1,United States,California,Cantua Creek,93608,"36.488056, -120.407691",36.488056,-120.407691,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,,No,0,47,6051,Unknown,Potential Risk
2384-OVPSA,1,United States,California,Caruthers,93609,"36.5276, -119.865999",36.5276,-119.865999,Female,Yes,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,,No,0,71,4947,Unknown,High Risk
1371-WEPDS,1,United States,California,Chowchilla,93610,"37.100948, -120.270136",37.100948,-120.270136,Male,Yes,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,55.8,,No,0,78,3587,Unknown,High Risk
3580-GICBM,1,United States,California,Clovis,93611,"36.917652, -119.593757",36.917652,-119.593757,Female,No,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.2,,No,0,51,6201,Unknown,Potential Risk
9730-DRTMJ,1,United States,California,Coarsegold,93614,"37.212191, -119.749323",37.212191,-119.749323,Male,No,Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.8,,No,0,78,3278,Unknown,High Risk
4686-UXDML,1,United States,California,Cutler,93615,"36.497895, -119.285484",36.497895,-119.285484,Female,No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,,No,0,74,2113,Unknown,High Risk
3349-ANQNH,1,United States,California,Del Rey,93616,"36.657462, -119.595293",36.657462,-119.595293,Female,Yes,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.5,,No,0,50,5513,Unknown,Potential Risk
0932-YIXYU,1,United States,California,Dos Palos,93620,"37.045728, -120.630682",37.045728,-120.630682,Female,No,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,,No,0,64,5134,Unknown,Potential Risk
7480-SPLEF,1,United States,California,Dunlap,93621,"36.789213, -119.140338",36.789213,-119.140338,Male,No,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,,No,0,22,4933,Unknown,Low Risk
7636-XUHWW,1,United States,California,Firebaugh,93622,"36.785618, -120.625382",36.785618,-120.625382,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.9,,No,0,58,5824,Unknown,Potential Risk
1431-CYWMH,1,United States,California,Fish Camp,93623,"37.483535, -119.679414",37.483535,-119.679414,Female,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.05,,No,0,30,4312,Unknown,Low Risk
5937-EORGB,1,United States,California,Five Points,93624,"36.397745, -120.119911",36.397745,-120.119911,Male,Yes,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,,No,0,61,2394,Unknown,Potential Risk
6349-JDHQP,1,United States,California,Fowler,93625,"36.625792, -119.672483",36.625792,-119.672483,Female,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,,No,0,36,6338,Unknown,Potential Risk
5539-HIVAK,1,United States,California,Friant,93626,"37.027663, -119.69056",37.027663,-119.69056,Female,Yes,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.7,,No,0,80,3136,Unknown,High Risk
5847-MXBEO,1,United States,California,Helm,93627,"36.520537, -120.118055",36.520537,-120.118055,Male,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,,No,0,50,4510,Unknown,Potential Risk
4583-PARNH,1,United States,California,Kerman,93630,"36.727418, -120.123526",36.727418,-120.123526,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.55,,No,0,46,4045,Unknown,Potential Risk
1116-FRYVH,1,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137,Female,No,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.4,,No,0,26,5701,Unknown,Low Risk
1421-HCERK,1,United States,California,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328,Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.7,,No,0,54,2455,Unknown,Potential Risk
9633-XQABV,1,United States,California,Los Banos,93635,"36.995162, -120.955099",36.995162,-120.955099,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,,No,0,46,2156,Unknown,Potential Risk
0716-BQNDX,1,United States,California,Madera,93637,"36.902954, -120.194274",36.902954,-120.194274,Male,Yes,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,93.75,,No,0,75,4276,Unknown,High Risk
1183-CANVH,1,United States,California,Mendota,93640,"36.687292, -120.437354",36.687292,-120.437354,Female,No,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),60.0,,No,0,54,3835,Unknown,Potential Risk
1972-XMUWV,1,United States,California,Miramonte,93641,"36.696759, -119.024051",36.696759,-119.024051,Female,No,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.8,,No,0,37,6034,Unknown,Potential Risk
8679-LZBMD,1,United States,California,North Fork,93643,"37.244307, -119.470256",37.244307,-119.470256,Male,No,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.65,,No,0,26,3786,Unknown,Low Risk
3407-JMJQQ,1,United States,California,Oakhurst,93644,"37.648647, -119.231447",37.648647,-119.231447,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.0,,No,0,35,4204,Unknown,Low Risk
6252-DFGTK,1,United States,California,O Neals,93645,"37.140104, -119.657092",37.140104,-119.657092,Female,No,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),68.1,,No,0,60,2873,Unknown,Potential Risk
1539-LNKHM,1,United States,California,Orange Cove,93646,"36.633498, -119.298895",36.633498,-119.298895,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,,No,0,60,4497,Unknown,Potential Risk
8645-KOMJQ,1,United States,California,Orosi,93647,"36.600185, -119.175655",36.600185,-119.175655,Male,No,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.95,,No,0,59,6182,Unknown,Potential Risk
0289-IVARM,1,United States,California,Parlier,93648,"36.622237, -119.521126",36.622237,-119.521126,Female,No,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,,No,0,34,3463,Unknown,Low Risk
9761-XUJWD,1,United States,California,Fresno,93650,"36.841655, -119.797113",36.841655,-119.797113,Male,No,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.6,,No,0,65,5636,Unknown,Potential Risk
4057-FKCZK,1,United States,California,Prather,93651,"37.007238, -119.505661",37.007238,-119.505661,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),82.5,,No,0,25,4348,Unknown,Low Risk
4291-TPNFG,1,United States,California,Raisin City,93652,"36.594542, -119.905245",36.594542,-119.905245,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.3,,No,0,76,5219,Unknown,High Risk
6087-YPWHO,1,United States,California,Raymond,93653,"37.252057, -119.95783",37.252057,-119.95783,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,68.15,,No,0,34,4613,Unknown,Low Risk
3090-QFUVD,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.636638,-119.421842,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,,No,0,31,2507,Unknown,Low Risk
1722-LDZJS,1,United States,California,Sanger,93657,"36.819628, -119.440414",36.819628,-119.440414,Male,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.2,,No,0,22,6050,Unknown,Low Risk
1818-ESQMW,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.600193,-120.153393,Female,No,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,,No,0,54,4384,Unknown,Potential Risk
7401-RUBNK,1,United States,California,South Dos Palos,93665,"36.959731, -120.653519",36.959731,-120.653519,Female,No,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.8,,No,0,39,4809,Unknown,Potential Risk
0506-YLVKJ,1,United States,California,Sultana,93666,"36.545353, -119.338535",36.545353,-119.338535,Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,,No,0,35,3136,Unknown,Low Risk
8661-BOYNW,1,United States,California,Tollhouse,93667,"36.993666, -119.348267",36.993666,-119.348267,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,,No,0,44,5046,Unknown,Potential Risk
4815-GBTCD,1,United States,California,Wishon,93669,"37.287758, -119.548156",37.287758,-119.548156,Female,No,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,,No,0,31,3891,Unknown,Low Risk
2805-AUFQN,1,United States,California,Traver,93673,"36.456091, -119.486225",36.456091,-119.486225,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,,No,0,20,3875,Unknown,Low Risk
0980-PVMRC,1,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.202677,Female,No,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,,No,0,35,2819,Unknown,Low Risk
7233-DRTRF,1,United States,California,Fresno,93701,"36.749403, -119.787574",36.749403,-119.787574,Male,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,,No,0,43,5096,Unknown,Potential Risk
3873-NFTGI,1,United States,California,Fresno,93703,"36.768774, -119.762633",36.768774,-119.762633,Male,No,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,,No,0,68,3520,Unknown,High Risk
1162-ECVII,1,United States,California,Fresno,93704,"36.799648, -119.801247",36.799648,-119.801247,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,,No,0,53,4265,Unknown,Potential Risk
7048-GXDAY,1,United States,California,Fresno,93705,"36.78724, -119.827813",36.78724,-119.827813,Male,No,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,,No,0,66,4111,Unknown,High Risk
8571-ZCMCX,1,United States,California,Fresno,93706,"36.654614, -119.903674",36.654614,-119.903674,Female,No,Yes,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.0,,No,0,48,3248,Unknown,Potential Risk
1169-WCVAK,1,United States,California,Fresno,93710,"36.822715, -119.761826",36.822715,-119.761826,Male,No,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.8,,No,0,63,4600,Unknown,Potential Risk
7129-CAKJW,1,United States,California,Fresno,93721,"36.732694, -119.783786",36.732694,-119.783786,Female,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,,No,0,27,3443,Unknown,Low Risk
8695-ARGXZ,1,United States,California,Fresno,93722,"36.78979, -119.929894",36.78979,-119.929894,Male,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,,No,0,22,5381,Unknown,Low Risk
3570-YUEKJ,1,United States,California,Fresno,93725,"36.623632, -119.741322",36.623632,-119.741322,Female,No,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,,No,0,43,3637,Unknown,Potential Risk
1555-HAPSU,1,United States,California,Fresno,93727,"36.751489, -119.68072",36.751489,-119.68072,Female,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,,No,0,59,5471,Unknown,Potential Risk
1697-NVVGY,1,United States,California,Fresno,93728,"36.757345, -119.818274",36.757345,-119.818274,Male,Yes,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,,No,0,22,4533,Unknown,Low Risk
8464-EETCQ,1,United States,California,Salinas,93905,"36.667794, -121.601306",36.667794,-121.601306,Male,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.8,,No,0,58,6466,Unknown,Potential Risk
2419-FSORS,1,United States,California,Salinas,93906,"36.722898, -121.633648",36.722898,-121.633648,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.4,,No,0,33,4394,Unknown,Low Risk
8132-YPVBX,1,United States,California,Salinas,93907,"36.77462, -121.664714",36.77462,-121.664714,Female,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,,No,0,80,3291,Unknown,High Risk
6754-LZUKA,1,United States,California,Big Sur,93920,"36.092975, -121.549826",36.092975,-121.549826,Male,No,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.9,,No,0,64,4161,Unknown,Potential Risk
8099-MZPUJ,1,United States,California,Carmel,93923,"36.460611, -121.852507",36.460611,-121.852507,Male,No,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.8,,No,0,57,3922,Unknown,Potential Risk
0787-LHDYT,1,United States,California,Carmel Valley,93924,"36.414611, -121.6386",36.414611,-121.6386,Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,,No,0,64,5667,Unknown,Potential Risk
0374-IOEGQ,1,United States,California,Gonzales,93926,"36.52588, -121.396719",36.52588,-121.396719,Female,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,,No,0,74,3122,Unknown,High Risk
3197-NNYNB,1,United States,California,Jolon,93928,"35.930782, -121.189757",35.930782,-121.189757,Male,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.1,,No,0,28,5649,Unknown,Low Risk
3396-DKDEL,1,United States,California,King City,93930,"36.220761, -120.980777",36.220761,-120.980777,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,,No,0,80,4388,Unknown,High Risk
1752-OZXFY,1,United States,California,Lockwood,93932,"35.989792, -121.055933",35.989792,-121.055933,Male,No,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,59.8,,No,0,63,5488,Unknown,Potential Risk
9066-QRSDU,1,United States,California,Marina,93933,"36.689582, -121.758398",36.689582,-121.758398,Female,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.3,,No,0,25,5418,Unknown,Low Risk
9112-WSNPU,1,United States,California,Monterey,93940,"36.362741, -121.869685",36.362741,-121.869685,Female,Yes,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,,No,0,45,5873,Unknown,Potential Risk
9867-NNXLC,1,United States,California,Pacific Grove,93950,"36.618337, -121.926417",36.618337,-121.926417,Female,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,,No,0,44,5555,Unknown,Potential Risk
5321-NTRKC,1,United States,California,Pebble Beach,93953,"36.587497, -121.944815",36.587497,-121.944815,Male,No,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.85,,No,0,56,6236,Unknown,Potential Risk
3161-GETRM,1,United States,California,Soledad,93960,"36.414216, -121.360597",36.414216,-121.360597,Male,No,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.05,,No,0,59,4648,Unknown,Potential Risk
0402-OAMEN,1,United States,California,Spreckels,93962,"36.624641, -121.647195",36.624641,-121.647195,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,,No,0,64,5335,Unknown,Potential Risk
6933-VLYFX,1,United States,California,Belmont,94002,"37.509366, -122.306132",37.509366,-122.306132,Male,No,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,59.95,,No,0,37,4337,Unknown,Potential Risk
6754-WKSHP,1,United States,California,Brisbane,94005,"37.684694, -122.40712",37.684694,-122.40712,Male,No,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.35,,No,0,47,5915,Unknown,Potential Risk
4976-LNFVV,1,United States,California,Daly City,94015,"37.680844, -122.48131",37.680844,-122.48131,Male,Yes,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),34.3,,No,0,20,4615,Unknown,Low Risk
5055-MGMGF,1,United States,California,Half Moon Bay,94019,"37.45567, -122.407992",37.45567,-122.407992,Female,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,,No,0,53,5313,Unknown,Potential Risk
4641-FROLU,1,United States,California,La Honda,94020,"37.285677, -122.224165",37.285677,-122.224165,Female,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.3,,No,0,30,4453,Unknown,Low Risk
2862-JVEOY,1,United States,California,Loma Mar,94021,"37.266388, -122.26308",37.266388,-122.26308,Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,,No,0,41,5322,Unknown,Potential Risk
2969-QWUBZ,1,United States,California,Los Altos,94022,"37.349546, -122.134356",37.349546,-122.134356,Female,No,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.4,,No,0,58,2580,Unknown,Potential Risk
9822-BIIGN,1,United States,California,Los Altos,94024,"37.352911, -122.093002",37.352911,-122.093002,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.85,,No,0,52,4903,Unknown,Potential Risk
2077-MPJQO,1,United States,California,Menlo Park,94025,"37.449551, -122.183762",37.449551,-122.183762,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,,No,0,41,3533,Unknown,Potential Risk
1534-OULXE,1,United States,California,Atherton,94027,"37.454924, -122.203168",37.454924,-122.203168,Female,No,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.7,,No,0,46,4577,Unknown,Potential Risk
2971-SGAFL,1,United States,California,Millbrae,94030,"37.601248, -122.403099",37.601248,-122.403099,Female,No,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,,No,0,79,5631,Unknown,High Risk
1480-IVEVR,1,United States,California,Montara,94037,"37.540582, -122.509594",37.540582,-122.509594,Male,Yes,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),81.6,,No,0,60,2300,Unknown,Potential Risk
2905-KFQUV,1,United States,California,Moss Beach,94038,"37.515556, -122.502311",37.515556,-122.502311,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.4,,No,0,39,5748,Unknown,Potential Risk
3370-HXOPH,1,United States,California,Mountain View,94041,"37.388349, -122.075299",37.388349,-122.075299,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.1,,No,0,25,2650,Unknown,Low Risk
9391-YZEJW,1,United States,California,Mountain View,94043,"37.419725, -122.062947",37.419725,-122.062947,Female,No,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,,No,0,25,4778,Unknown,Low Risk
9958-MEKUC,1,United States,California,Pacifica,94044,"37.573633, -122.455167",37.573633,-122.455167,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),103.95,,No,0,26,4495,Unknown,Low Risk
0281-CNTZX,1,United States,California,Pescadero,94060,"37.22565, -122.297533",37.22565,-122.297533,Male,No,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,,No,0,74,5151,Unknown,High Risk
